3.007021428892509007e-01 1.246635704687717627e+01 9.579452067487663314e+00 7.082682402032447477e-01 5.829027671085693640e+00 4.776744703561264238e-01 6.623352845240344067e+00 1.902198821306091503e+01 2.492428290908581534e+00 1.659387066684050183e+01 1.983247616785902068e+01 1.610422209596167065e+01 8.278781463793905004e-01 1.512116163088940546e+01 1.839745857505039339e+01 1.850740832323301532e+01 7.601368663654111124e+00 1.269131106520218566e+01 8.574829356980282924e+00 1.254280997213316873e+01 1.421389884799826220e+01 1.723205172654049377e+01 1.047509372557298146e+00 1.495111695802629193e+01 1.365004765292890454e+01 3.323077310176518750e+00 7.806262282471498892e-01 7.426582118881325911e+00 1.571156401151953830e+01 1.987895828748608551e+01 5.701904390517354315e+00 1.052787774644085239e+01 3.266531021531344781e+00 2.424360852780709230e+00 6.133132734785404772e+00 5.328958210825318176e+00 1.310907841807953744e+01 1.887617218076238146e+01 2.502186620680257878e+00 3.402285583993609475e+00 1.352083771230649933e+00 4.560156728776876278e+00 1.465168154746725904e+01 9.693686912345235385e+00 1.275879797029391405e+01 1.973031542486248924e+01 1.017198313707288904e+01 1.619970360439228330e+01 1.763648070089027087e+01 9.238131740633676259e+00 1.056487570270880916e+00 1.969756932218652423e+01 9.742909749909811623e+00 1.473172397832812841e+01 5.610897720455215065e+00 1.549210742014675013e+01 1.264400992590837269e+01 1.672594773991152195e+01 1.719410581175666408e+01 1.995887098185778896e+01 1.219048044080677862e+01 1.373442688958166968e+01 3.822416762886076125e+00 8.644877719532127358e+00 1.683370577033251436e+01 1.215179941597597235e+00 6.198831075169781712e+00 1.521542089507285489e+01 7.443383966945393837e-01 2.266939997462966705e+00 3.387789652274841856e-01 9.416302447937049180e+00 1.842383394712915390e+01 1.227647876665974458e+01 1.471828092325249138e+00 1.796301725071673161e+01 8.519702673228057854e-01 7.537183946252334898e-01 9.199018836317824466e+00 8.090722785392918226e+00
3.771574710810607911e+00 1.252607000975174856e+01 6.786134944089847743e+00 6.398709389118407032e+00 1.243879064425307135e+01 9.595335868936105683e+00 1.852000668336033495e+00 4.057052148623812471e+00 9.018828110446367674e+00 3.358209870816246667e+00 6.640035945326118849e+00 1.622358222198882061e+01 2.890205329707600246e+00 1.380139048477779795e+00 1.756805079074382903e+01 1.435895553331059915e+01 1.656140934342767324e+01 4.635493429765800144e+00 1.988951507589641565e+01 7.921225212741171973e+00 1.205872455323439141e+01 1.552437780171319126e+01 1.829192913096653683e+01 1.796308935938682083e+01 1.472873676849007651e+01 3.435903560789685951e+00 1.189378634447035843e+01 8.732400930020908447e+00 6.221271262418987646e+00 1.214501712222713081e+00 1.366271017279436251e+01 1.501323596492719048e+01 1.018093166389203930e+01 5.067520787858117437e+00 1.380942243360680877e+01 7.476714154843158155e+00 1.653343718594057776e+01 3.044055906139964129e+00 6.797014683312390559e+00 1.520084628861556553e+01 1.603808154562459620e+01 9.468345153668915160e+00 1.476069504318406267e+01 3.689589705868414615e+00 9.114193467295091722e+00 8.005191146073091346e+00 1.394985788437864294e+01 7.741499813965608823e+00 1.607330890131378709e+01 1.425299945427827630e+01 4.285315828778937686e+00 1.377698174277348464e+01 1.298957393325478904e+01 1.005598072134012000e+01 1.959134347584693714e+01 1.564559476345568356e+01 5.976675274596892073e+00 4.944923548432706539e+00 6.617268651907314947e+00 3.091738855410870457e+00 1.460745170221571243e+00 1.351349306463509947e+01 3.383178756709330770e+00 1.421419044945761989e+01 1.251625519111303486e+00 1.501732187439395361e+01 8.486489628818477016e+00 1.063921019309190896e+01 1.115945094862492937e+01 1.194834478499301156e+01 3.810830562753204642e+00 1.124879523996287389e+01 1.265991714972724225e+01 9.296359424350601586e+00 1.220474863101089014e+01 4.081439083229383868e+00 3.700858577381127557e+00 1.948033217539308737e+01 8.151855614514893489e+00 8.943623606770330525e+00
1.693408501004474687e+01 3.456198870610440732e+00 1.871946192036355683e+01 1.796618681213377400e+01 1.695102232569912815e+01 1.769084050703482802e+01 1.378681390063682066e+01 1.696225070595720297e+01 1.338292302279818458e+01 1.597382151171201059e+01 1.061961080312878103e+01 3.898631001173469279e-01 4.514162088090465375e+00 7.491378566391107441e+00 5.586123039931423229e-01 1.325280647205150686e+01 1.865895977750038170e+01 1.114549239457818253e+00 7.312264129932415813e+00 1.573503083164956351e+01 1.553264616662970710e+01 3.906159890525933154e+00 4.907475019949625761e+00 1.020905256969805208e+01 3.499252748422181369e+00 1.260964613822521407e+01 6.232784450514827768e+00 8.232464444440619644e+00 1.329050697973741357e+01 1.963815753388849572e+01 6.443000401306959724e+00 1.402910891633384338e+00 1.291154825036213794e+01 5.810922728836375839e+00 1.685198504757527971e+01 9.821537268004089327e+00 1.882411652237528799e+01 6.337221220830320689e+00 9.658148850625927651e+00 1.061688844873075865e+01 1.197128996729663264e+01 5.914683343653946324e+00 3.105152698495268204e+00 8.140160413600604272e+00 1.915812744651396926e+01 5.638157943597475352e+00 1.332421792869741850e+01 7.647331056066521526e+00 6.217771650783978643e+00 7.585385249905307603e-01 1.968110208294011443e+01 3.358575986042866557e+00 1.578965192124928052e+01 5.438625190328321146e+00 1.876763476845222556e+01 2.806954572364093181e+00 6.480120311050285409e+00 1.115602613537798504e+01 3.316967771350776140e-01 1.535564908627717884e-01 1.703651339702831891e+00 5.323279756713699129e+00 1.673140732280750953e+01 2.347676104163518573e+00 9.635666367190818704e+00 1.050528268313055058e+01 1.389778814461721801e+01 1.112749077915358598e+01 5.465663034156444944e+00 1.263259467728437890e+01 5.854877802191094105e+00 8.777219146170988751e+00 1.988953311898655762e-01 1.064553901436843297e+01 1.907035808661209941e+01 5.221140734944111905e+00 5.611227050831237406e+00 8.423190641151753866e+00 2.672073053150378907e+00 1.806801682636361406e+01
1.100421563713059037e+01 8.358549717637204779e+00 1.507145335474851322e+01 5.380421642967769813e+00 1.926891412498728329e+01 1.706853409772057795e+00 1.901806460876732885e+01 6.298103721990271353e+00 1.331746533919359265e+01 1.795116013180204106e+01 9.592710195776813720e+00 1.691040264947796246e+01 4.900619174494423191e+00 8.293729281661960329e+00 1.530246370124826072e+01 1.864726837494872314e+01 1.461983047046903295e+01 1.423245518347060035e+01 1.377463748923678111e+01 5.548975678437077619e+00 1.333800082351786642e+01 1.510866484439785928e+01 1.160944091944786649e+00 1.839655435880998269e+01 7.105702589917559209e+00 7.470075370044400032e+00 1.778545364366906512e+01 1.489512121938321165e+00 1.453630884074283536e+01 7.949442341827812619e+00 1.489947986186327356e+01 4.401161229308976353e+00 1.913447076981338668e+01 6.761127476717034845e+00 4.835975681752080035e+00 4.409504469664149440e-02 1.786442408530115245e+01 3.690944485842773126e+00 6.363589102397950725e+00 8.033049372513215047e+00 2.851151154182021141e+00 9.619717854651472777e+00 9.841730481339464376e+00 5.389138099149388239e+00 9.090530396526141033e+00 1.616828397831510244e+01 9.084239632816583310e+00 1.853036535416875807e+01 1.611906213651319586e+00 1.848070659858155551e+01 2.577707892713658744e+00 1.520409201640407915e+01 4.080464623092760590e+00 2.773400676215675986e-01 8.234746236259904428e-01 1.377739033001112823e+01 1.346227652946234876e+01 1.507788676060710031e+01 1.680604705510185681e+01 1.748516611183226388e+01 1.941816638370183767e+01 1.842076172709908732e+01 1.551396311253443372e+01 1.329473104925121341e+01 6.950362136498151600e+00 1.996511924473163546e+01 3.137839115486129593e+00 1.325303267148468578e+01 1.248908222135372270e+01 1.916338971471270014e+01 9.256231018566529301e+00 5.506111977067225105e+00 1.761756842487109864e+01 2.688917038953340111e+00 8.329656287740839105e+00 2.162055291720192951e+00 4.998637210849943280e-01 1.079677163337973766e+01 1.932741364896558878e+01 1.590751233863073999e+01
3.461245210203960365e+00 9.213156852849957446e-01 2.949746975973344121e-01 1.337107452376915973e+01 1.413436070134668654e+01 1.672021997046187280e+01 1.191016675462181595e+01 1.324234762319054681e+01 1.165133666948321256e+01 1.369277444943419741e+00 6.721556405337740792e+00 4.095897858495709087e+00 1.489369458895286158e+01 1.206255009210064699e+01 1.655612996777871260e+01 9.745683878944863210e+00 1.015570056271775989e+01 8.294222344922632217e+00 7.637341375937685584e+00 1.987495273703198961e+01 1.634735069069512292e+01 3.577095711150182211e+00 7.719887383276516246e+00 1.492369656366617292e+01 2.279806450939780849e+00 1.052043080290471266e+01 9.358911934675241184e+00 2.810432215588187788e+00 3.012692036999777834e+00 1.612666124635084852e+00 1.459847545256548784e+01 5.873314023585147758e+00 1.816173306191118186e+01 1.575610893300475013e+01 1.000329909487038371e+01 5.749741199924116586e+00 1.129812832705087189e+01 1.789894235556580426e+01 1.657068083705609851e+01 6.571109218795245788e-01 4.258891745118402739e+00 1.364208718341665794e+01 1.864927740415085466e+00 1.709234411935931508e+00 7.124707927826952059e+00 1.749852395161670682e+00 4.298061863915812353e+00 2.844685043704018312e+00 7.721226812158548114e+00 1.244884898786412464e+01 1.935267535398209304e+01 1.784662447893434134e+01 1.124301949247215759e+01 9.294871199765104564e+00 3.994467539577859494e+00 1.504321374612284146e+01 1.525118063045183980e+01 3.519479739317026290e+00 1.242928595470371178e+01 8.814650602426027604e+00 1.117254196503971730e+00 6.104361449538522777e+00 6.673675298254044819e-01 5.816914062263302654e+00 3.874629628854209251e+00 1.672751214249161933e+01 1.930074248372730494e+01 7.365066258543018662e+00 5.568735933353066159e+00 3.551981066659486430e+00 1.313816970692847264e+01 2.364307615753840075e+00 1.408353773102217943e+01 9.567858402516115746e+00 1.341313711050755408e+01 1.431523916337260616e+00 9.905198292443715857e+00 1.886849413534492470e+01 1.748899570574152307e+01 5.268748559271719145e+00
1.820713566314622867e+01 1.182365813230043194e+01 1.357529074097826438e+01 1.617934301936458397e+01 3.455570369529110675e+00 7.517227553593912148e+00 1.056941441779844482e+01 5.813200636801356680e+00 1.991834336300681585e+01 1.548378079009025132e+00 7.426406064813013685e+00 1.917776711417345581e+01 8.056399425564935157e+00 1.448740426701120576e+01 4.648049105475175580e+00 1.405496173217839129e+01 9.291101211949028382e+00 1.643780511241313746e+01 9.223062756329847289e+00 6.420753231557945639e+00 3.528348932358251755e+00 1.580193232794688640e+01 1.462174824079825441e+01 1.617167056748575504e+01 1.921143534854522983e+01 9.123368329912635133e+00 3.869178862042470524e+00 4.044633439695733301e+00 1.041414884559529064e+01 1.946829111626852438e+01 1.223177674961097594e+01 1.853187137957764818e+01 1.337055792992977743e+01 6.430236140036638126e-01 7.261345140996818159e+00 1.077121834485333984e+01 1.315335820383871646e+00 2.553951413439710105e+00 1.473385475798189503e+01 1.313065555385262329e+01 6.298351958778097170e+00 4.881581513001962414e+00 7.887369212713273292e+00 1.114148446449803487e+01 1.547332274127218810e+01 6.458529744009339879e+00 1.271682718713660343e+00 1.183939290652586962e+00 1.481295992980156129e+00 8.768162946488800458e+00 1.276733317541644297e+01 1.900249596755018189e+01 6.455848905769756563e-01 2.550118848465054988e-01 5.788965135247630123e+00 1.418309516631237877e+01 7.260768586735060204e+00 7.525279911821680656e+00 1.992451817036046080e+01 1.206569242377323725e+01 8.208865247873198712e+00 7.236900599665458955e+00 1.074311787643678073e+00 1.392007931420352840e+01 1.785636144740855258e+01 1.815767166469185412e+01 1.547311712620904611e+00 9.072459377299148642e+00 1.528769001917236992e+01 6.845020051095258573e+00 5.728457805277685111e+00 1.299150547134842881e+01 4.303024128941381754e+00 1.334002141619237847e+01 1.977520690748337273e+01 2.968641466362154091e+00 1.404969333485609795e+01 6.857133524471990427e+00 6.671837529912685305e+00 1.025553567026048718e+01
3.181128067736773701e+00 7.189415849879976506e+00 1.768810580511584618e+01 3.335512578331543132e+00 1.255531621468436931e+01 3.447146663188311866e+00 1.001564449700629922e+01 1.114386932967385668e+01 5.636798533950466705e+00 1.830481102786350434e+01 1.903134130814296654e+01 1.219174813821163283e+01 7.646803601114696036e+00 1.394410363061782121e+01 2.321287070557198629e+00 1.970666054549881352e+01 5.847729421588761411e+00 1.164047806438229316e+01 5.522395295131802939e+00 9.013943074055717375e+00 1.680881213653309114e+00 7.554468138424768497e+00 7.253440745645150400e+00 1.225735358708669409e+01 1.915499461775119983e+01 5.870571338888519008e+00 1.499438039338911999e+01 2.207196423644555150e+00 8.522635411047474463e+00 9.052034725342195998e+00 1.720067366806225806e+01 1.399810285657774855e+01 5.177794130786601556e+00 1.004069186511272527e+01 2.075379859237633795e+00 4.345253757505078696e+00 3.383570002558444756e-01 1.374313776246627938e+01 1.784278570033358235e+01 1.206313511625108248e+01 1.749764297324743723e+01 1.663786058807850665e+01 6.419653567262568750e+00 1.218095453288641217e+01 1.212899633156927059e+01 1.673039855563416012e+01 1.643709682458920440e+01 7.465504473109996653e+00 8.905278406274412362e+00 1.509424203997058456e+00 2.959512222141265081e+00 4.875205018952504687e+00 4.636565097041511763e-01 6.614387100557619803e+00 2.827919677102945784e+00 3.520490731636234383e+00 1.817502128818523488e+01 1.202132018392980228e+01 2.522833116063938341e-01 1.278449681039056252e+01 1.315066236406976685e+01 6.196817136408010462e+00 1.195874191476665516e+01 2.716620690046900322e+00 3.347634106178469793e+00 1.483242646566702128e+01 1.310202055888049166e+01 6.745810404281364470e+00 7.416997512936078785e+00 1.274735083315432682e+01 1.213769309218724324e+01 2.053475955377366269e+00 1.520090203333272605e+01 1.433259985684559190e+01 1.370240836449053390e+01 1.881320667520134293e+01 3.133862830240341513e+00 4.777539628802863092e+00 4.097627103506987112e+00 2.234918693293912462e+00
1.975670766864360672e+01 1.064733373032667885e+01 1.781857066029075654e+01 1.348772750135161047e+01 8.190606192082761083e-01 1.279125449123995395e+01 1.349934796966152373e+00 1.321168419267090677e+01 3.139582220403642765e+00 2.047064785686469879e+00 7.608396911835024312e+00 1.335235289070462805e+01 1.944954890640443779e+01 9.911256684329838862e+00 1.695634077713788201e+01 1.360681348797901435e+01 1.565700029429219420e+01 8.896212754508356468e+00 1.640158392051935721e+01 1.249456925708089194e+01 4.190194909217157537e+00 8.140553431796382355e+00 8.176751007491498413e+00 5.287524232166807003e+00 1.425957617142421263e+01 1.590732740400840584e+01 3.223746899966706270e+00 5.974230202481329854e+00 1.453611023778860201e+01 1.703530264724263077e+01 1.571217709650500893e+00 1.816239988523933135e+01 1.854070838414053668e+01 9.923551832608495715e+00 1.954213519844124747e+01 2.463594257165813151e+00 3.774061818872356255e+00 7.880417970958122353e+00 1.811934777351694592e+01 4.654910703075003653e+00 1.093016082716402693e+01 1.345378646362747066e+00 1.083687087301423091e+01 2.156370001944918346e+00 3.776843826131239812e+00 1.046147923417771608e+01 1.877183548425536941e+01 6.369088891293297472e+00 1.281699630797802669e+01 3.166327898301490862e+00 7.960879547166539894e+00 1.215764813243715103e+01 1.306990073166717181e+01 5.630155361902993150e+00 3.884440018239887493e+00 1.776492875581547537e+01 1.562793513939419832e+01 4.581778630193184654e+00 1.530414699298735748e+01 1.998424635299297591e+01 3.745265920195592901e+00 1.784033030952871712e+01 3.487673767482246667e-01 4.710013989704182613e+00 3.210025616954577110e+00 2.769752942872771850e+00 1.427571646913416537e+01 1.309497530041694802e+01 6.463528023755735319e+00 7.060983877685480081e+00 6.243157161431418523e+00 1.387880504613712063e+01 9.982003459398887557e+00 2.090578972360532806e+00 1.925752096606399277e+01 1.259937160218973773e+01 6.591085903194080942e+00 4.624754303337832440e+00 1.819227808030804638e+01 4.239024250858771659e+00
1.433802294443700109e+00 8.439313047311129523e+00 5.773312204830761019e+00 4.795087038573488947e+00 1.218723066922999188e+01 1.956041703517896124e+01 5.049781875848369239e-01 3.689092456975393564e+00 7.092843643728152792e-01 1.296825914720385597e+01 1.458408996816513703e+00 1.992847856216832980e+01 1.620172385287881767e+01 5.225153379929768249e+00 4.929374160869666177e+00 3.380600462131051476e+00 1.485703636903983327e+00 1.869829749419217535e+01 1.206966195509752815e+01 3.909450763108568427e+00 1.613676679646254186e+01 1.201528461456509156e+00 1.134478465511926437e+01 1.314723161532488405e+01 6.359017376046793402e+00 5.898809440519920955e+00 9.825185402660954637e+00 1.368152544014502148e+01 1.988398223084778493e+01 1.050484546537700936e+01 8.821901597106034387e+00 1.929580129085438500e+01 9.575329966609857912e-01 7.709782368886138215e+00 7.795014845290362260e+00 1.631331147740422693e+01 8.388642363240187194e+00 1.012169271683642080e+01 1.457123432030666699e+01 1.911222872543449469e+01 5.424697353055336180e+00 1.371051093796719478e+01 1.812101595764259798e+01 1.460756954267695029e+01 1.513031870822548797e+01 1.928165439361648481e+01 8.216635154635179461e+00 1.018701059704948619e+01 1.676643518729956650e+00 8.575321657662300368e+00 2.775029584607091593e-01 6.417330972943508627e+00 6.316676600721510937e+00 1.681999659929491386e+01 3.777071987188269642e+00 1.170758518872977305e+01 1.297623401926071907e+01 6.914033930982050435e+00 1.018321063611244170e+01 1.155493168180870001e+00 1.544583281672693431e+01 1.471822822490819682e+01 1.004390895017133367e+01 1.799108637845410996e+01 1.065651920252319584e-01 7.523100263510982266e+00 1.331590756257968700e+01 9.221106748740588444e+00 1.615076028542779696e+01 8.658265951840679264e+00 1.925343851185103716e+01 9.626715058537048009e+00 5.263595941769276365e+00 7.006140091052879271e+00 5.409430147376856901e+00 1.989084688895021991e+00 1.434452626908692174e+01 8.843186386575396796e-01 1.943271740310887097e+01 8.240065525084133924e+00
1.066382040315660795e+01 9.110428730294851007e+00 3.157626421078270074e+00 1.539427155032089267e+01 1.575676313664297901e+01 4.876007515067406928e+00 1.044711475043063764e+01 5.165388170719927174e+00 3.439430032184032093e-01 1.059814482146464165e+01 1.139705736276096282e+01 1.107191603434474914e+01 1.314902733330406903e+01 1.776432457476990479e+01 1.193632287158627392e+01 1.038474689490706204e+01 1.166621391865153612e+01 1.426527606772320933e+00 1.236122260198371592e+01 4.898295084430863255e+00 3.333222625064404809e+00 1.302039027983830621e+01 1.942556773063785869e+01 1.300612607680886157e+01 1.249916056441881196e+01 8.961791990098468830e+00 1.861304899304929705e+01 1.538865553574085965e+01 4.086002544807705306e+00 9.601147717591286934e+00 7.104763441231670029e+00 2.769062822559282822e+00 1.293470691958261476e+01 4.275329318382707910e+00 1.242961270400330420e+01 8.453763904400934948e+00 7.483147049389604177e+00 9.580997168803966346e+00 1.963897612431134831e+01 4.591493961063375373e-01 1.926470526835971597e+01 1.986929762882965189e+00 5.224810497679959198e+00 9.601564611022585183e+00 1.956105248548305298e+01 3.570680183756937964e+00 9.215700677611710745e+00 1.384204799613560688e+01 1.994069085623540261e+01 9.731127062857334309e+00 1.340600262640210616e+01 1.933843115375121258e+01 7.611025813185079869e+00 1.857930107788696716e+00 5.270270607399507590e-01 1.511627077355181115e+01 7.483436147179838294e+00 6.671178859208972689e+00 1.380098900421817820e+00 7.380085734032595823e+00 1.322098453144232089e+01 1.956889742337688887e+01 4.610193285608177760e+00 1.096561121730709232e+01 1.975552607945988015e+01 9.433411888119181299e+00 4.767862242918399218e+00 1.110436076149949436e+01 1.491744448965078185e+01 3.426950006554971839e+00 7.743717251806376822e+00 2.789374589948747651e+00 4.395835876319031499e+00 1.704035353530201391e+01 1.986251631276110174e+01 1.723204851501039059e+01 1.040073233764418070e+01 1.531711273928766559e+01 6.922264674453685984e+00 9.597914907712090660e-01
